team_a_name,team_b_name,team_a_pos,team_b_pos,team_a_ft_result,team_b_ft_result,team_a_ht_result,team_b_ht_result,team_a_won_perc,team_b_won_perc,team_a_lost_perc,team_b_lost_perc,team_a_draw_perc,team_b_draw_perc,team_a_avg_game_goals,team_b_avg_game_goals,team_a_avg_goals_scored,team_b_avg_goals_scored,team_a_avg_goals_conc,team_b_avg_goals_conc,team_a_clean_sheet,team_b_clean_sheet,team_a_failed_to_score,team_b_failed_to_score,team_a_o1_team,team_b_o1_team,team_a_o1_team_ag,team_b_o1_team_ag,team_a_btts,team_b_btts,team_a_btts_02,team_b_btts_02,team_a_o0,team_b_o0,team_a_o1,team_b_o1,team_a_02,team_b_02,team_a_o3,team_b_o3,team_a_o4,team_b_o4,team_a_avg_goals_fh,team_b_avg_goals_fh,team_a_avg_goals_fh_scored,team_b_avg_goals_fh_scored,team_a_avg_goals_fh_conc,team_b_avg_goals_fh_conc,team_a_cs_fh,team_b_cs_fh,team_a_fts_fh,team_b_fts_fh,team_a_btts_fh,team_b_btts_fh,team_a_o0_fh,team_b_o0_fh,team_a_o1_fh,team_b_o1_fh,team_a_avg_goals_sh,team_b_avg_goals_sh,team_a_avg_goals_sh_scored,team_b_avg_goals_sh_scored,team_a_avg_goals_sh_conc,team_b_avg_goals_sh_conc,team_a_cs_sh,team_b_cs_sh,team_a_fts_sh,team_b_fts_sh,team_a_btts_sh,team_b_btts_sh,team_a_o0_sh,team_b_o0_sh,team_a_o1_sh,team_b_o1_sh,team_a_avg_game_corners,team_b_avg_game_corners,team_a_o7_game_corners,team_b_o7_game_corners,team_a_o8_game_corners,team_b_o8_game_corners,team_a_o9_game_corners,team_b_o9_game_corners,team_a_o10_game_corners,team_b_o10_game_corners,team_a_avg_game_corners_fh,team_b_avg_game_corners_fh,team_a_o2_corners_fh,team_b_o2_corners_fh,team_a_o3_corners_fh,team_b_o3_corners_fh,team_a_o4_corners_fh,team_b_o4_corners_fh,team_a_avg_game_corners_sh,team_b_avg_game_corners_sh,team_a_o3_corners_sh,team_b_o3_corners_sh,team_a_o4_corners_sh,team_b_o4_corners_sh,team_a_o5_corners_sh,team_b_o5_corners_sh,team_a_avg_corners_for,team_b_avg_corners_for,team_a_avg_corners_ag,team_b_avg_corners_ag,team_a_o3_team_corners,team_b_o3_team_corners,team_a_o4_team_corners,team_b_o4_team_corners,team_a_o5_team_corners,team_b_o5_team_corners,team_a_o0_team_corners_fh,team_b_o0_team_corners_fh,team_a_o1_team_corners_fh,team_b_o1_team_corners_fh,team_a_o2_team_corners_fh,team_b_o2_team_corners_fh,team_a_o3_team_corners_fh,team_b_o3_team_corners_fh,team_a_o0_team_corners_sh,team_b_o0_team_corners_sh,team_a_o1_team_corners_sh,team_b_o1_team_corners_sh,team_a_o2_team_corners_sh,team_b_o2_team_corners_sh,team_a_o3_team_corners_sh,team_b_o3_team_corners_sh,team_a_corners_result,team_b_corners_result,team_a_corners_result_fh,team_b_corners_result_fh,team_a_corners_result_sh,team_b_corners_result_sh,team_a_exp_goals,team_b_exp_goals,team_a_exp_goals_ag,team_b_exp_goals_ag,team_a_30_ht,team_b_30_ht,team_a_75_ft,team_b_75_ft
Juventus,Venezia,0.2,1.0,2,1,1,0,0.4,0.2,0.2,0.8,0.4,0.0,1.6,2.0,1.0,0.6,0.6,1.4,0.4,0.0,0.2,0.6,0.2,0.2,0.0,0.2,0.4,0.4,0.0,0.4,1.0,1.0,0.6,0.4,0.0,0.4,0.0,0.2,0.0,0.0,1.0,0.6,0.8,0.2,0.2,0.4,0.8,0.6,0.4,0.8,0.0,0.2,0.8,0.4,0.2,0.2,0.6,1.4,0.2,0.4,0.4,1.0,0.6,0.4,0.8,0.6,0.2,0.2,0.4,0.8,0.2,0.2,10.4,9.2,1.0,0.6,0.8,0.6,0.4,0.6,0.2,0.4,4.4,5.2,0.8,0.8,0.6,0.8,0.4,0.8,6.0,4.0,0.8,0.8,0.8,0.2,0.6,0.2,5.6,3.0,4.8,6.2,1.0,0.6,0.6,0.2,0.4,0.0,1.0,0.8,0.8,0.4,0.4,0.4,0.0,0.2,1.0,0.8,0.8,0.2,0.8,0.2,0.4,0.0,8,4,3,1,5,3,1.68,1.13,0.55,1.59,0.2,0.2,0.2,0.4
Empoli,Torino,0.7,0.55,1,3,0,0,0.2,0.2,0.2,0.2,0.6,0.6,2.8,2.4,1.4,1.2,1.4,1.2,0.2,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.8,0.4,0.4,0.2,0.8,0.8,0.8,0.4,0.4,0.2,0.4,0.2,0.4,0.2,1.2,1.2,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.2,0.2,0.8,0.6,0.2,0.2,1.6,1.2,0.8,0.6,0.8,0.6,0.2,0.6,0.6,0.6,0.4,0.4,0.8,0.4,0.4,0.4,11.2,10.4,1.0,0.8,1.0,0.6,0.8,0.6,0.2,0.6,7.0,5.6,1.0,0.8,1.0,0.8,0.8,0.6,4.2,4.8,0.6,0.8,0.6,0.2,0.0,0.2,6.2,3.8,5.6,6.6,0.8,0.4,0.8,0.4,0.6,0.4,1.0,0.8,0.8,0.4,0.6,0.4,0.6,0.4,0.8,0.8,0.8,0.4,0.2,0.2,0.0,0.0,5,4,5,2,0,2,1.51,1.08,2.29,1.01,0.6,0.2,0.6,0.4
Milan,Fiorentina,0.05,0.35,1,0,0,0,0.6,0.4,0.0,0.4,0.4,0.2,1.2,3.2,1.0,1.6,0.2,1.6,0.8,0.0,0.2,0.0,0.2,0.4,0.0,0.6,0.2,1.0,0.0,0.8,0.8,1.0,0.4,1.0,0.0,0.8,0.0,0.2,0.0,0.2,0.8,0.8,0.8,0.4,0.0,0.4,1.0,0.6,0.2,0.6,0.0,0.0,0.8,0.8,0.0,0.0,0.4,2.4,0.2,1.2,0.2,1.2,0.8,0.0,0.8,0.0,0.0,1.0,0.4,1.0,0.0,1.0,7.4,10.2,0.6,0.8,0.6,0.6,0.2,0.6,0.2,0.4,2.8,6.6,0.4,1.0,0.4,1.0,0.4,0.8,4.6,3.6,0.6,0.4,0.4,0.4,0.4,0.4,5.2,5.4,2.2,4.8,0.8,0.6,0.6,0.4,0.2,0.4,1.0,1.0,0.6,0.8,0.4,0.6,0.0,0.2,1.0,0.8,1.0,0.6,0.6,0.4,0.2,0.4,2,2,1,1,1,1,1.41,1.47,1.26,0.8,0.0,0.2,0.2,0.8
Udinese,Inter,0.6,0.1,1,2,0,2,0.6,0.4,0.2,0.2,0.2,0.4,3.4,2.0,2.4,1.2,1.0,0.8,0.0,0.4,0.2,0.2,0.6,0.2,0.0,0.2,0.8,0.6,0.6,0.4,1.0,0.8,0.8,0.6,0.6,0.4,0.4,0.2,0.4,0.0,1.6,1.0,1.2,0.6,0.4,0.4,0.6,0.6,0.2,0.4,0.4,0.2,0.8,0.8,0.4,0.2,1.8,1.0,1.2,0.6,0.6,0.4,0.4,0.6,0.6,0.6,0.2,0.2,0.8,0.6,0.4,0.2,10.4,10.0,0.8,0.6,0.8,0.6,0.8,0.4,0.6,0.4,5.4,3.2,1.0,0.6,0.8,0.4,0.6,0.2,5.0,6.8,0.8,1.0,0.6,1.0,0.6,1.0,6.4,6.6,4.0,3.4,0.8,0.8,0.6,0.6,0.6,0.6,1.0,0.8,1.0,0.4,0.6,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.4,0.8,0.4,0.6,5,11,0,4,5,7,1.53,2.69,1.24,0.85,0.2,0.4,0.6,0.6
Roma,Bologna,0.3,0.65,0,0,0,0,0.6,0.0,0.0,0.4,0.4,0.6,2.2,1.6,1.6,0.4,0.6,1.2,0.6,0.2,0.2,0.6,0.6,0.0,0.2,0.2,0.4,0.4,0.4,0.0,0.8,0.8,0.6,0.6,0.6,0.2,0.2,0.0,0.0,0.0,1.4,0.4,0.8,0.2,0.6,0.2,0.6,0.8,0.6,0.8,0.0,0.0,0.8,0.4,0.4,0.0,0.8,1.2,0.8,0.2,0.0,1.0,1.0,0.2,0.6,0.8,0.0,0.2,0.4,0.8,0.4,0.4,9.0,9.0,0.8,0.8,0.8,0.6,0.4,0.4,0.2,0.2,4.4,3.6,0.8,0.8,0.8,0.6,0.6,0.2,4.6,5.4,0.8,1.0,0.8,0.8,0.0,0.4,6.2,2.4,2.8,6.6,1.0,0.2,0.8,0.2,0.8,0.0,1.0,0.8,0.8,0.4,0.6,0.2,0.4,0.0,1.0,0.6,1.0,0.4,0.8,0.0,0.4,0.0,10,5,5,3,5,2,1.44,1.2,1.53,1.56,0.4,0.2,0.4,0.2
Elche,Osasuna,0.7,0.45,1,1,0,0,0.4,0.4,0.6,0.6,0.0,0.0,2.6,3.2,1.4,1.2,1.2,2.0,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.6,0.4,1.0,1.0,0.8,0.8,0.8,0.8,0.0,0.4,0.0,0.2,1.0,1.4,0.6,0.4,0.4,1.0,0.8,0.6,0.4,0.8,0.2,0.0,0.6,0.6,0.2,0.6,1.6,1.8,0.8,0.8,0.8,1.0,0.4,0.2,0.6,0.4,0.2,0.4,0.8,1.0,0.6,0.4,8.6,11.6,0.4,0.8,0.4,0.8,0.4,0.6,0.4,0.6,3.0,4.8,0.6,0.8,0.4,0.6,0.2,0.4,5.6,6.8,0.8,1.0,0.6,0.8,0.6,0.6,4.2,4.6,4.4,7.0,0.6,0.8,0.4,0.8,0.2,0.2,0.6,0.8,0.4,0.6,0.2,0.6,0.0,0.2,0.8,1.0,0.8,0.6,0.6,0.2,0.6,0.2,7,4,3,0,4,4,1.57,0.67,1.58,1.29,0.6,0.4,0.6,0.6
Granada,Celta de Vigo,0.9,0.6,1,1,0,0,0.0,0.2,0.6,0.6,0.4,0.2,3.0,1.2,0.8,0.4,2.2,0.8,0.2,0.4,0.4,0.8,0.2,0.2,0.6,0.2,0.6,0.0,0.6,0.0,0.8,0.8,0.6,0.4,0.6,0.0,0.6,0.0,0.4,0.0,1.2,0.6,0.0,0.4,1.2,0.2,0.2,0.8,1.0,0.8,0.0,0.0,0.8,0.4,0.4,0.2,1.8,0.6,0.8,0.0,1.0,0.6,0.6,0.4,0.4,1.0,0.4,0.0,0.6,0.6,0.6,0.0,9.0,9.0,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.4,2.6,3.4,0.6,0.8,0.4,0.6,0.2,0.2,6.4,5.6,1.0,0.8,0.8,0.6,0.4,0.4,6.0,5.0,3.0,4.0,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.8,0.2,0.4,0.2,0.4,0.0,0.0,0.8,1.0,0.8,1.0,0.6,0.8,0.6,0.2,5,4,0,2,4,2,1.88,1.45,1.8,1.07,0.2,0.4,0.6,0.2
Rayo Vallecano,Real Sociedad,0.6,0.3,1,1,0,1,0.0,0.4,0.6,0.4,0.4,0.2,1.8,2.8,0.4,1.0,1.4,1.8,0.0,0.4,0.6,0.4,0.0,0.4,0.2,0.4,0.4,0.4,0.0,0.4,1.0,0.8,0.6,0.8,0.2,0.6,0.0,0.4,0.0,0.2,0.4,1.4,0.0,0.8,0.4,0.6,0.8,0.6,1.0,0.4,0.0,0.4,0.2,0.6,0.2,0.4,1.4,1.4,0.4,0.2,1.0,1.2,0.0,0.6,0.6,0.8,0.4,0.0,1.0,0.6,0.4,0.4,10.4,10.4,1.0,0.8,1.0,0.6,0.4,0.6,0.4,0.2,4.2,4.6,1.0,1.0,0.8,0.8,0.4,0.4,6.2,5.8,1.0,0.6,0.8,0.6,0.6,0.6,4.4,4.2,6.0,6.2,0.8,0.6,0.6,0.2,0.0,0.2,1.0,1.0,0.2,0.4,0.0,0.2,0.0,0.2,1.0,0.8,1.0,0.8,0.8,0.4,0.4,0.2,8,5,2,4,6,1,1.3,1.44,1.2,1.12,0.2,0.6,0.6,0.4
FC Barcelona,Mallorca,0.15,0.85,2,1,1,0,0.6,0.0,0.4,1.0,0.0,0.0,2.2,3.0,1.8,0.8,0.4,2.2,0.6,0.0,0.4,0.6,0.4,0.2,0.0,0.6,0.0,0.4,0.0,0.4,1.0,1.0,0.4,0.6,0.4,0.6,0.4,0.2,0.0,0.2,1.0,1.2,0.8,0.2,0.2,1.0,0.8,0.2,0.6,0.8,0.0,0.2,0.6,0.8,0.2,0.2,1.2,1.8,1.0,0.6,0.2,1.2,0.8,0.2,0.4,0.6,0.0,0.4,0.8,0.8,0.2,0.6,8.2,8.2,0.6,0.6,0.6,0.6,0.4,0.4,0.2,0.4,3.2,5.4,0.8,1.0,0.4,0.6,0.0,0.4,5.0,2.8,0.8,0.4,0.6,0.2,0.6,0.2,7.2,4.0,1.0,4.2,1.0,0.6,1.0,0.6,0.6,0.4,1.0,1.0,1.0,0.6,0.8,0.4,0.2,0.4,1.0,0.4,0.8,0.4,0.8,0.2,0.6,0.2,5,2,3,1,2,1,1.61,0.79,0.85,2.08,0.2,0.4,0.2,0.8
Ordino,Carroi,0.5,1.0,2,2,2,0,0.2,0.2,0.8,0.8,0.0,0.0,3.4,3.6,0.4,1.2,3.0,2.4,0.2,0.0,0.6,0.2,0.0,0.4,0.6,0.6,0.2,0.8,0.2,0.8,1.0,1.0,0.6,0.8,0.6,0.8,0.4,0.4,0.4,0.4,1.6,1.8,0.0,0.8,1.6,1.0,0.6,0.2,1.0,0.4,0.0,0.6,0.4,0.8,0.4,0.6,1.8,1.8,0.4,0.4,1.4,1.4,0.2,0.4,0.6,0.6,0.2,0.2,1.0,0.8,0.4,0.6,6.6,6.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,3.0,4.6,0.6,1.0,0.4,1.0,0.0,0.6,3.6,1.6,0.4,0.0,0.2,0.0,0.2,0.0,2.8,1.4,5.0,4.8,0.2,0.2,0.2,0.0,0.2,0.0,0.6,0.6,0.4,0.2,0.2,0.2,0.0,0.0,0.6,0.4,0.4,0.0,0.2,0.0,0.2,0.0,0,1,0,0,2,3,1.07,0.33,1.71,2.04,0.4,0.4,0.8,0.6
Macarthur,Newcastle Jets,0.5833333333333334,0.8333333333333334,0,3,0,1,0.6,0.0,0.4,0.8,0.0,0.2,3.8,3.0,2.0,1.0,1.8,2.0,0.0,0.2,0.2,0.4,0.6,0.4,0.4,0.8,0.8,0.6,0.8,0.6,1.0,0.8,0.8,0.8,0.8,0.6,0.6,0.4,0.4,0.4,1.2,1.4,0.6,0.2,0.6,1.2,0.6,0.4,0.4,0.8,0.2,0.2,0.8,0.6,0.2,0.4,2.6,1.6,1.4,0.8,1.2,0.8,0.2,0.4,0.2,0.4,0.6,0.4,1.0,0.8,0.8,0.8,14.4,10.4,1.0,0.8,1.0,0.8,1.0,0.6,0.8,0.6,5.6,4.4,1.0,0.8,0.8,0.8,0.4,0.6,8.8,6.0,1.0,1.0,1.0,0.8,1.0,0.6,6.2,4.8,8.2,5.6,1.0,0.4,0.6,0.4,0.6,0.2,1.0,0.6,0.8,0.4,0.6,0.2,0.2,0.2,1.0,1.0,0.8,0.8,0.8,0.8,0.4,0.4,7,7,4,3,3,4,0.95,1.55,2.04,2.18,0.4,0.2,0.8,0.6
Manchester United,Brentford,0.3,0.7,3,0,1,0,0.4,0.6,0.0,0.4,0.6,0.0,2.8,3.6,1.6,2.2,1.2,1.4,0.2,0.0,0.2,0.0,0.4,0.6,0.4,0.4,0.8,1.0,0.4,1.0,0.8,1.0,0.8,1.0,0.4,1.0,0.4,0.4,0.4,0.2,1.2,0.8,0.8,0.4,0.4,0.4,0.6,0.8,0.6,0.6,0.4,0.0,0.4,0.6,0.4,0.2,1.6,2.8,0.8,1.8,0.8,1.0,0.2,0.2,0.2,0.0,0.8,0.8,0.8,1.0,0.8,0.8,10.2,12.2,0.8,0.8,0.8,0.8,0.6,0.8,0.6,0.6,4.2,5.8,1.0,0.8,0.8,0.8,0.2,0.8,6.0,6.4,0.8,1.0,0.8,1.0,0.6,0.2,4.4,4.4,5.8,7.8,0.8,0.8,0.4,0.8,0.4,0.2,1.0,0.8,0.6,0.6,0.2,0.2,0.0,0.0,1.0,0.8,0.8,0.8,0.6,0.6,0.2,0.4,3,8,1,4,2,4,1.64,1.03,1.88,1.64,0.4,0.4,0.4,1.0
Bayer 04 Leverkusen,Eintracht Frankfurt,0.16666666666666666,0.5555555555555556,2,0,1,0,0.6,0.4,0.4,0.4,0.0,0.2,2.8,2.6,1.8,1.4,1.0,1.2,0.2,0.2,0.4,0.6,0.6,0.4,0.2,0.4,0.4,0.4,0.4,0.4,1.0,0.8,0.6,0.6,0.6,0.4,0.2,0.4,0.2,0.4,1.0,1.0,0.8,0.4,0.2,0.6,0.8,0.6,0.4,0.6,0.2,0.2,0.6,0.6,0.2,0.4,1.8,1.6,1.0,1.0,0.8,0.6,0.4,0.4,0.6,0.6,0.2,0.4,0.8,0.6,0.4,0.4,8.0,10.2,0.6,0.6,0.4,0.6,0.2,0.6,0.0,0.6,3.6,5.8,0.6,1.0,0.4,0.8,0.2,0.8,4.4,4.4,0.6,0.6,0.6,0.6,0.2,0.4,6.6,6.6,1.4,3.6,0.8,0.6,0.8,0.6,0.8,0.6,1.0,1.0,0.8,1.0,0.4,0.6,0.2,0.4,1.0,0.8,1.0,0.6,0.8,0.6,0.4,0.4,4,4,0,2,4,2,1.67,1.51,1.83,2.17,0.4,0.2,0.4,0.4
Borussia Mönchengladbach,RB Leipzig,0.7222222222222222,0.2777777777777778,3,1,2,1,0.4,1.0,0.2,0.0,0.4,0.0,3.4,4.2,1.8,3.6,1.6,0.6,0.2,0.4,0.0,0.0,0.6,0.6,0.6,0.0,0.8,0.6,0.6,0.6,1.0,1.0,1.0,0.6,0.6,0.6,0.6,0.6,0.2,0.6,1.8,1.6,0.8,1.4,1.0,0.2,0.6,0.8,0.2,0.4,0.2,0.2,1.0,0.6,0.4,0.4,1.6,2.6,1.0,2.2,0.6,0.4,0.6,0.6,0.2,0.0,0.2,0.4,1.0,1.0,0.2,0.6,9.2,8.0,0.8,0.6,0.8,0.4,0.6,0.4,0.4,0.4,3.2,3.6,0.6,0.4,0.4,0.4,0.4,0.2,6.0,4.4,1.0,0.6,0.8,0.4,0.6,0.4,4.2,3.6,5.0,4.4,0.4,0.4,0.4,0.4,0.2,0.2,0.8,0.6,0.6,0.2,0.2,0.2,0.0,0.2,0.8,0.8,0.6,0.4,0.6,0.2,0.2,0.2,3,8,1,1,2,7,1.72,1.92,1.16,1.82,0.6,0.2,0.6,0.6
Atalanta,Salernitana,0.4,0.95,1,1,0,1,0.2,0.4,0.4,0.6,0.4,0.0,3.8,2.8,2.0,0.8,1.8,2.0,0.4,0.2,0.2,0.4,0.4,0.2,0.6,0.6,0.6,0.4,0.6,0.4,0.8,1.0,0.8,0.8,0.8,0.6,0.6,0.2,0.2,0.2,1.8,1.6,0.8,0.6,1.0,1.0,0.4,0.4,0.6,0.6,0.2,0.2,0.8,0.8,0.6,0.6,2.0,1.2,1.2,0.2,0.8,1.0,0.4,0.6,0.2,0.8,0.6,0.0,0.8,0.6,0.8,0.4,9.0,10.6,0.8,0.8,0.6,0.8,0.4,0.8,0.2,0.6,4.4,4.4,0.8,0.6,0.8,0.6,0.6,0.6,4.6,6.2,1.0,1.0,0.4,1.0,0.2,0.6,7.8,3.0,1.2,7.6,1.0,0.2,0.8,0.2,0.8,0.0,0.8,0.8,0.8,0.4,0.8,0.0,0.8,0.0,1.0,0.8,1.0,0.4,1.0,0.2,0.8,0.2,11,4,6,0,5,4,1.51,1.02,1.01,2.36,0.6,0.4,0.8,0.4
Getafe,Real Betis,0.75,0.25,0,0,0,0,0.4,0.4,0.2,0.2,0.4,0.4,2.2,2.4,1.4,1.4,0.8,1.0,0.6,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.2,0.2,0.0,0.2,1.0,1.2,0.4,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.0,0.2,0.6,0.4,0.4,0.4,1.2,1.2,1.0,0.8,0.2,0.4,0.8,0.6,0.2,0.4,0.2,0.4,0.8,0.6,0.2,0.4,8.6,9.0,0.6,0.8,0.4,0.6,0.4,0.4,0.2,0.4,4.2,4.0,1.0,0.8,0.8,0.4,0.2,0.4,4.4,5.0,0.6,0.8,0.2,0.8,0.2,0.4,4.8,3.6,3.8,5.4,0.8,0.6,0.8,0.2,0.4,0.2,1.0,0.8,0.8,0.6,0.4,0.4,0.0,0.0,0.8,0.6,0.8,0.4,0.6,0.4,0.2,0.4,2,4,0,4,2,0,1.17,1.13,1.07,1.35,0.2,0.4,0.4,0.4
Alashkert,Urartu,0.4,0.6,1,1,0,1,0.6,0.4,0.4,0.2,0.0,0.4,2.4,3.0,1.6,2.0,0.8,1.0,0.4,0.4,0.4,0.2,0.6,0.6,0.2,0.2,0.2,0.6,0.2,0.4,1.0,0.8,0.8,0.8,0.4,0.6,0.2,0.4,0.0,0.4,1.0,1.0,0.8,0.6,0.2,0.4,0.8,0.6,0.4,0.4,0.0,0.4,0.8,0.6,0.2,0.4,1.4,2.0,0.8,1.4,0.6,0.6,0.4,0.8,0.4,0.4,0.2,0.2,1.0,0.6,0.2,0.6,7.8,10.4,0.4,1.0,0.2,1.0,0.2,0.8,0.2,0.4,4.0,3.6,1.0,0.8,0.8,0.6,0.2,0.4,3.8,6.8,0.4,1.0,0.2,1.0,0.2,1.0,4.2,4.8,3.6,5.6,0.6,0.8,0.6,0.6,0.2,0.6,1.0,0.8,0.8,0.4,0.8,0.0,0.4,0.0,0.4,0.8,0.4,0.8,0.2,0.6,0.0,0.6,1,3,0,1,1,2,0.97,0.81,1.03,1.03,0.4,0.4,0.6,0.6
Brisbane Roar,Central Coast Mariners,0.9166666666666666,0.4166666666666667,0,2,0,1,0.2,0.4,0.6,0.0,0.2,0.6,3.0,3.6,1.2,2.4,1.8,1.2,0.2,0.4,0.2,0.2,0.4,0.8,0.6,0.6,0.6,0.6,0.4,0.6,1.0,0.8,1.0,0.8,0.6,0.8,0.2,0.8,0.2,0.2,1.0,1.2,0.4,1.0,0.6,0.2,0.4,0.8,0.6,0.4,0.4,0.0,0.6,0.8,0.4,0.2,2.0,2.4,0.8,1.4,1.2,1.0,0.2,0.4,0.4,0.2,0.4,0.6,1.0,0.8,0.8,0.8,10.4,12.6,1.0,0.8,0.8,0.8,0.6,0.8,0.4,0.6,4.4,6.6,0.8,0.8,0.6,0.8,0.6,0.8,6.0,6.0,1.0,0.8,0.6,0.8,0.6,0.6,6.0,4.2,4.4,8.4,0.8,0.8,0.8,0.2,0.8,0.2,0.8,0.8,0.6,0.6,0.4,0.4,0.2,0.0,1.0,1.0,1.0,0.8,1.0,0.4,0.6,0.2,8,1,4,1,4,0,1.85,1.32,0.9,1.52,0.2,0.6,0.4,0.6
Juniors OÖ,Liefering,1.0,0.375,4,3,2,0,0.2,0.2,0.4,0.4,0.4,0.4,3.8,3.6,1.6,1.8,2.2,1.8,0.0,0.0,0.4,0.2,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.8,1.0,1.0,0.8,1.0,0.8,0.8,0.8,0.6,0.2,0.2,1.2,1.6,0.2,0.8,1.0,0.8,0.4,0.4,0.8,0.2,0.0,0.4,0.8,1.0,0.2,0.4,2.6,2.0,1.4,1.0,1.2,1.0,0.0,0.2,0.4,0.4,0.6,0.6,1.0,0.8,0.6,0.6,10.6,10.4,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.4,6.2,5.2,1.0,0.8,1.0,0.8,0.6,0.6,4.4,5.2,0.4,0.6,0.2,0.6,0.2,0.4,3.6,6.0,7.0,4.4,0.6,0.6,0.2,0.6,0.2,0.6,0.8,1.0,0.6,0.8,0.6,0.8,0.0,0.4,0.8,0.8,0.2,0.6,0.2,0.6,0.2,0.4,6,4,4,2,2,2,0.79,1.53,2.75,1.0,0.4,0.8,0.6,0.6
Keşlə FK,Sebail,0.75,1.0,0,0,0,0,0.0,0.0,0.6,1.0,0.4,0.0,1.4,2.8,0.4,0.4,1.0,2.4,0.2,0.0,0.6,0.6,0.0,0.0,0.2,0.8,0.4,0.4,0.2,0.4,0.8,1.0,0.4,0.8,0.2,0.4,0.0,0.2,0.0,0.2,0.6,0.8,0.4,0.0,0.2,0.8,0.8,0.6,0.6,1.0,0.0,0.0,0.6,0.4,0.0,0.4,0.8,2.0,0.0,0.4,0.8,1.6,0.4,0.2,1.0,0.6,0.0,0.2,0.6,1.0,0.2,0.6,8.5,9.6,0.75,0.6,0.5,0.6,0.5,0.4,0.5,0.2,3.5,4.2,0.75,0.8,0.5,0.6,0.25,0.4,5.0,5.4,0.75,0.6,0.5,0.6,0.25,0.6,3.25,1.6,5.25,8.0,0.5,0.2,0.5,0.0,0.0,0.0,0.5,0.2,0.5,0.2,0.5,0.2,0.25,0.0,0.75,0.8,0.5,0.2,0.25,0.0,0.0,0.0,7,5,3,3,4,2,1.64,1.03,1.92,2.54,0.4,0.4,0.2,0.8
Qarabağ,Sabah,0.125,0.5,1,1,0,0,1.0,0.6,0.0,0.4,0.0,0.0,5.6,2.0,5.0,1.4,0.6,0.6,0.4,0.6,0.0,0.4,1.0,0.4,0.0,0.2,0.6,0.0,0.6,0.0,1.0,1.0,1.0,0.6,0.8,0.4,0.8,0.0,0.8,0.0,3.0,0.8,2.6,0.6,0.4,0.2,0.6,0.8,0.0,0.6,0.4,0.0,1.0,0.6,0.8,0.2,2.6,1.2,2.4,0.8,0.2,0.4,0.8,0.8,0.0,0.4,0.2,0.0,1.0,0.8,0.6,0.4,10.6,9.4,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.4,4.4,3.8,0.8,1.0,0.4,0.6,0.4,0.2,6.2,5.6,0.6,0.6,0.6,0.6,0.6,0.6,8.6,6.2,2.8,3.2,0.8,0.6,0.6,0.6,0.6,0.6,1.0,1.0,0.8,0.8,0.6,0.4,0.4,0.2,1.0,1.0,0.8,0.6,0.6,0.6,0.6,0.6,3,3,1,2,2,1,2.1,1.13,0.78,1.15,0.8,0.2,0.6,0.6
Newcastle Jets,Western United,0.75,0.25,1,1,0,1,0.6,0.4,0.4,0.4,0.0,0.2,4.4,2.6,3.0,1.2,1.4,1.4,0.4,0.2,0.0,0.4,0.8,0.4,0.4,0.4,0.6,0.4,0.6,0.2,1.0,1.0,1.0,0.8,0.8,0.4,0.6,0.2,0.4,0.2,1.8,0.8,1.0,0.4,0.8,0.4,0.6,0.6,0.6,0.6,0.0,0.2,0.8,0.6,0.6,0.2,2.6,1.8,2.0,0.8,0.6,1.0,0.4,0.2,0.2,0.4,0.6,0.4,0.8,1.0,0.8,0.6,7.4,13.6,0.6,0.8,0.2,0.8,0.0,0.8,0.0,0.8,3.6,5.4,0.8,1.0,0.8,1.0,0.0,0.6,3.8,8.2,0.6,0.8,0.2,0.8,0.0,0.8,3.6,6.6,3.8,7.0,0.4,0.8,0.2,0.6,0.0,0.6,1.0,1.0,0.8,0.8,0.2,0.6,0.0,0.4,1.0,1.0,0.6,0.6,0.0,0.6,0.0,0.6,5,10,3,8,2,2,2.21,0.88,0.68,1.39,0.6,0.4,0.8,0.6
